Word,Occurrences,TotalSteps,AverageSteps
threatens,1,1,1.0000
magnified,1,2,2.0000
germanic,1,3,3.0000
utter,18,18,1.0000
brim,1,1,1.0000
pathetically,1,1,1.0000
playmates,1,2,2.0000
seemed,160,160,1.0000
mindful,1,1,1.0000
bided,1,1,1.0000
uncomfortable,16,16,1.0000
safe,28,56,2.0000
dozing,1,3,3.0000
forgave,3,3,1.0000
miscellaneous,1,2,2.0000
prizes,1,1,1.0000
masters,2,2,1.0000
paced,1,2,2.0000
helps,5,5,1.0000
gifts,15,15,1.0000
examined,6,12,2.0000
prepared,10,30,3.0000
coasting,1,1,1.0000
jealously,1,2,2.0000
kicking,2,6,3.0000
tame,2,2,1.0000
arch,3,3,1.0000
lisped,1,1,1.0000
chasseed,2,2,1.0000
scalded,1,2,2.0000
drift,1,1,1.0000
dismiss,1,1,1.0000
brooch,2,2,1.0000
unsettled,4,4,1.0000
blossoms,1,2,2.0000
uncomfortably,2,2,1.0000
grandmother,4,8,2.0000
brightened,5,5,1.0000
high,33,66,2.0000
mischief,19,57,3.0000
basely,4,16,4.0000
spaces,1,1,1.0000
unsatisfied,1,1,1.0000
treatment,1,1,1.0000
overcame,1,1,1.0000
homeliest,1,2,2.0000
sage,1,1,1.0000
disturb,7,7,1.0000
scrubbing,3,6,2.0000
promptly,5,15,3.0000
striking,4,16,4.0000
recall,1,5,5.0000
hapless,1,1,1.0000
diamonds,5,5,1.0000
penny,8,8,1.0000
pull,11,11,1.0000
characterized,1,1,1.0000
vines,4,4,1.0000
lockets,1,2,2.0000
scientific,1,3,3.0000
prospered,2,2,1.0000
tank,1,2,2.0000
promotes,1,1,1.0000
terrible,1,2,2.0000
indolent,3,3,1.0000
rudely,2,4,2.0000
morose,1,3,3.0000
idling,1,4,4.0000
soothe,3,3,1.0000
hebes,1,1,1.0000
argument,3,6,2.0000
companion,3,3,1.0000
luncheon,3,3,1.0000
madame,10,10,1.0000
sauciest,1,2,2.0000
assurances,3,3,1.0000
capers,1,1,1.0000
blames,1,2,2.0000
affirms,1,1,1.0000
preceded,1,1,1.0000
tablecloth,1,1,1.0000
stonyhearted,1,2,2.0000
rambler,2,2,1.0000
delved,1,1,1.0000
sidle,1,1,1.0000
election,1,2,2.0000
prolonged,1,1,1.0000
mange,5,10,2.0000
flung,1,3,3.0000
quoting,4,4,1.0000
comforting,3,3,1.0000
colic,1,2,2.0000
things,212,212,1.0000
blamed,2,4,2.0000
oranges,2,6,3.0000
god,32,32,1.0000
nothingness,1,2,2.0000
furnished,3,3,1.0000
mercies,1,2,2.0000
fermented,1,1,1.0000
tails,3,3,1.0000
casts,2,2,1.0000
realize,3,3,1.0000
said,827,827,1.0000
flourishing,2,2,1.0000
nearer,14,14,1.0000
got,255,255,1.0000
dickens,5,5,1.0000
interrupted,7,7,1.0000
differ,2,4,2.0000
sleepless,1,1,1.0000
sail,6,6,1.0000
stalked,5,5,1.0000
madam:,1,2,2.0000
tape,1,3,3.0000
couples,3,3,1.0000
scolds,1,1,1.0000
dissatisfaction,2,2,1.0000
behaving,2,2,1.0000
tucks,2,2,1.0000
puns,1,2,2.0000
malicious,2,6,3.0000
absurd,13,13,1.0000
exploring,1,1,1.0000
race,6,6,1.0000
forebearing,1,1,1.0000
brotherly,8,8,1.0000
sealed,3,3,1.0000
nettled,4,8,2.0000
serene,11,33,3.0000
sugar,13,13,1.0000
keats,1,2,2.0000
rack,3,3,1.0000
hoarsely,1,1,1.0000
tramped,3,3,1.0000
renewed,1,1,1.0000
dejected,1,2,2.0000
confidante,2,2,1.0000
fierce,4,4,1.0000
initials,2,2,1.0000
buttons,10,10,1.0000
mania,4,4,1.0000
nettles,1,1,1.0000
guilt,1,2,2.0000
satisfaction,48,48,1.0000
enjoyed,41,41,1.0000
offending,2,4,2.0000
jiffy,3,3,1.0000
confidants,1,1,1.0000
perfume,2,2,1.0000
claim,3,6,2.0000
portions,2,6,3.0000
charge,3,12,4.0000
remorse,5,5,1.0000
seriously,5,10,2.0000
discussed,1,1,1.0000
behavior,4,4,1.0000
scapegrace,1,2,2.0000
distributed,1,1,1.0000
draperies,1,2,2.0000
observe,5,5,1.0000
rumpled,3,3,1.0000
revels,1,1,1.0000
acknowledgment,1,2,2.0000
sake,20,20,1.0000
restrain,3,6,2.0000
revelations,1,3,3.0000
letting,7,7,1.0000
tidily,1,2,2.0000
patroness,1,3,3.0000
stability,1,4,4.0000
wraith,1,5,5.0000
interest,38,38,1.0000
finish,16,16,1.0000
shells,2,4,2.0000
however,31,31,1.0000
taming,1,2,2.0000
thankful,1,1,1.0000
pretense,3,3,1.0000
howled,1,1,1.0000
thumb,1,1,1.0000
mental,3,3,1.0000
chin,11,11,1.0000
inquisitive,3,6,2.0000
fortunately,5,5,1.0000
tars,1,1,1.0000
tart,1,1,1.0000
relieved,16,16,1.0000
hill,13,13,1.0000
duchesses,1,1,1.0000
fellows,16,16,1.0000
demand,9,9,1.0000
rousing,3,3,1.0000
brow,5,5,1.0000
straight,28,28,1.0000
bookcases,1,2,2.0000
drill,2,2,1.0000
stretch,4,8,2.0000
distracted,7,21,3.0000
composure,2,8,4.0000
warmed,5,5,1.0000
piece,12,12,1.0000
reminder,2,4,2.0000
afforded,3,3,1.0000
uncomplaining,1,1,1.0000
immediate,1,1,1.0000
warmest,1,2,2.0000
gardens,5,5,1.0000
cette,1,1,1.0000
task,14,14,1.0000
festivals,2,4,2.0000
desirable,4,12,3.0000
sketchbook,3,12,4.0000
salt,3,3,1.0000
sleep,34,34,1.0000
repentant,3,6,2.0000
greeting,3,3,1.0000
inevitability,1,2,2.0000
packs,1,1,1.0000
wrongdoing,2,4,2.0000
smell,5,5,1.0000
reminded,6,6,1.0000
clutched,1,2,2.0000
lorded,1,3,3.0000
lizards,1,1,1.0000
gifs,1,1,1.0000
gift,10,10,1.0000
peaceful,9,9,1.0000
hieroglyphics,1,1,1.0000
prayers,8,8,1.0000
bleak,1,1,1.0000
same,36,36,1.0000
rag,7,7,1.0000
pure,3,6,2.0000
penance,1,3,3.0000
stolen,1,1,1.0000
denouncing,1,1,1.0000
blond,1,1,1.0000
clutches,1,2,2.0000
tasting,2,2,1.0000
fumed,1,1,1.0000
boldly,5,5,1.0000
ran,44,44,1.0000
begging,7,7,1.0000
rap,3,6,2.0000
protege,1,1,1.0000
flush,4,8,2.0000
securing,1,3,3.0000
rat,2,2,1.0000
purr,1,2,2.0000
forefinger,2,6,3.0000
palest,1,4,4.0000
toodles,1,1,1.0000
asking,16,16,1.0000
elaborate,1,2,2.0000
legged,2,2,1.0000
witness,2,2,1.0000
ray,2,2,1.0000
valuables,1,1,1.0000
niente,2,4,2.0000
regarding,7,7,1.0000
rage,1,2,2.0000
storybook,3,3,1.0000
heaviness,1,2,2.0000
romance,23,23,1.0000
shortsighted,3,3,1.0000
courteous,1,1,1.0000
sand,1,1,1.0000
replenished,1,1,1.0000
sane,1,2,2.0000
sang,23,23,1.0000
hint,5,10,2.0000
manly,5,15,3.0000
drink,9,9,1.0000
queerest,1,2,2.0000
anywheres,1,3,3.0000
assure,7,7,1.0000
myrtle,1,2,2.0000
blood,5,5,1.0000
push,2,4,2.0000
sank,3,3,1.0000
pranced,6,6,1.0000
grocery,1,2,2.0000
briskly,6,6,1.0000
southernwood,1,1,1.0000
cropped,2,4,2.0000
flute,2,2,1.0000
alluded,4,4,1.0000
customs,2,2,1.0000
bloom,6,6,1.0000
coachmen,1,1,1.0000
sant,1,2,2.0000
puss,2,2,1.0000
bequeethe,2,2,1.0000
bronze,2,4,2.0000
headquarters,1,1,1.0000
displeasure,2,2,1.0000
rashness,1,2,2.0000
rummage,4,4,1.0000
balling,1,1,1.0000
prompted,1,2,2.0000
gum,1,1,1.0000
yellower,1,2,2.0000
value,9,9,1.0000
color,21,21,1.0000
henpecked,1,2,2.0000
turtle,1,1,1.0000
kindness,12,12,1.0000
gut,2,2,1.0000
blarnerying,1,1,1.0000
sympathize,4,4,1.0000
wheels,2,4,2.0000
camphor,1,1,1.0000
sends,5,5,1.0000
guy,3,6,2.0000
madam,6,6,1.0000
braver,1,1,1.0000
survived,1,2,2.0000
diving,1,1,1.0000
conventionalities,1,1,1.0000
divine,9,9,1.0000
excused,2,2,1.0000
puts,2,2,1.0000
bobbed,1,2,2.0000
fibs,1,3,3.0000
filial,1,1,1.0000
phillips,1,2,2.0000
factory,2,2,1.0000
exclaimed,25,25,1.0000
grapes,3,6,2.0000
hustle,1,1,1.0000
theodore,5,5,1.0000
speaker,2,2,1.0000
rail,2,2,1.0000
breakneck,1,2,2.0000
rain,16,16,1.0000
health,16,32,2.0000
okay,1,3,3.0000
carpet,6,6,1.0000
husbands,5,5,1.0000
thus:,1,2,2.0000
mustache,1,3,3.0000
spends,2,2,1.0000
brotherhood,1,1,1.0000
philosophical,4,4,1.0000
wasnt,40,40,1.0000
abstracted,1,2,2.0000
colors,4,4,1.0000
monday,4,8,2.0000
playtime,1,1,1.0000
cruelty,1,1,1.0000
garments,1,1,1.0000
married,40,40,1.0000
pities,1,2,2.0000
utensils,1,1,1.0000
rodrigo,1,1,1.0000
arms,43,43,1.0000
leaped,1,1,1.0000
dreaded,4,8,2.0000
rotten,2,2,1.0000
army,11,11,1.0000
blighted,5,10,2.0000
manor,1,3,3.0000
citron,1,4,4.0000
guise,1,5,5.0000
laboring,3,3,1.0000
elbows,5,5,1.0000
red,50,50,1.0000
protect,1,2,2.0000
housewifely,5,5,1.0000
pitied,3,3,1.0000
fide,2,2,1.0000
intent,2,4,2.0000
committed,1,3,3.0000
locked,6,6,1.0000
placidly,2,4,2.0000
rushing,5,5,1.0000
pensively,2,2,1.0000
agree,17,17,1.0000
profit,2,4,2.0000
shutting,3,3,1.0000
simmering,3,3,1.0000
artistic,16,32,2.0000
expedition,2,6,3.0000
impetuosity,1,1,1.0000
accident,7,7,1.0000
reached,11,11,1.0000
intend,16,16,1.0000
transfixed,1,2,2.0000
hire,4,12,3.0000
handling,1,1,1.0000
chop,2,2,1.0000
nineteen,4,4,1.0000
distasteful,2,4,2.0000
maintop,1,3,3.0000
insinuation,1,1,1.0000
ragamuffins,1,2,2.0000
composer,2,2,1.0000
classical,2,2,1.0000
pious,2,2,1.0000
continues,2,4,2.0000
arrange,4,12,3.0000
garcons,1,1,1.0000
distracting,3,3,1.0000
emphasis,1,2,2.0000
much,373,373,1.0000
babys,4,8,2.0000
composed,14,14,1.0000
values,1,2,2.0000
charged,2,2,1.0000
coachman,1,2,2.0000
america,8,8,1.0000
subjugated,1,2,2.0000
continued,15,15,1.0000
roderigo,12,24,2.0000
sniffed,3,9,3.0000
handkerchiefs,6,6,1.0000
yonder,1,2,2.0000
embracing,1,1,1.0000
tower,9,9,1.0000
large,16,16,1.0000
preparatory,2,4,2.0000
never,375,375,1.0000
fidgety,6,12,2.0000
valued,6,6,1.0000
pausing,6,12,2.0000
charger,1,1,1.0000
avigdors,1,1,1.0000
civilly,2,2,1.0000
juice,1,2,2.0000
glittering,2,2,1.0000
hiss,2,4,2.0000
fidgets,3,3,1.0000
unbroken,4,8,2.0000
sash,4,4,1.0000
insinuating,1,2,2.0000
docility,2,6,3.0000
assume,2,2,1.0000
clara,4,4,1.0000
nosegays,1,2,2.0000
distressed,3,3,1.0000
mounted,4,8,2.0000
mermaid,2,2,1.0000
susies,1,1,1.0000
sofas,1,1,1.0000
generosity,2,2,1.0000
jeameses,1,2,2.0000
mystified,1,1,1.0000
creatures,11,11,1.0000
juicy,1,2,2.0000
blots,2,6,3.0000
lawrence,2,2,1.0000
corridor,1,1,1.0000
hoods,1,1,1.0000
mounting,2,4,2.0000
anglais,1,3,3.0000
slap,4,4,1.0000
illustrated,1,1,1.0000
blotted,3,3,1.0000
employment,2,4,2.0000
played,26,26,1.0000
sensation,5,5,1.0000
replaced,4,4,1.0000
hits,1,2,2.0000
girlish,10,10,1.0000
rejoice,2,2,1.0000
ours,9,9,1.0000
rustled,3,6,2.0000
flatteringly,1,3,3.0000
capacious,2,2,1.0000
instinctively,5,5,1.0000
barricade,4,8,2.0000
letter,53,53,1.0000
snodgrass,11,22,2.0000
distaff,1,1,1.0000
anecdotes,1,1,1.0000
unmasked,1,2,2.0000
clash,2,2,1.0000
loverly,2,4,2.0000
bolder,1,1,1.0000
caress,2,2,1.0000
vaults,1,2,2.0000
figs,1,3,3.0000
beware,1,1,1.0000
clasp,2,2,1.0000
buggy,1,1,1.0000
schoolbooks,1,2,2.0000
deficiencies,2,2,1.0000
null,1,2,2.0000
rang,6,6,1.0000
class,7,14,2.0000
proposed,16,16,1.0000
reproving,1,2,2.0000
fringed,2,2,1.0000
rank,4,4,1.0000
henshaw,1,2,2.0000
rid,2,2,1.0000
petulantly,6,6,1.0000
ahem,1,1,1.0000
rig,3,3,1.0000
roundabout,1,1,1.0000
contempt,2,2,1.0000
unfolded,2,2,1.0000
sprouted,1,1,1.0000
vexed,2,4,2.0000
skillfully,2,2,1.0000
destroy,2,2,1.0000
separation,3,6,2.0000
olive,1,1,1.0000
tramping,4,4,1.0000
tuned,1,2,2.0000
hospitality,3,9,3.0000
illuminations,1,4,4.0000
virtuous,4,4,1.0000
contributions,6,12,2.0000
ambiguity,1,3,3.0000
russians,1,1,1.0000
retorted,4,4,1.0000
snivel,1,2,2.0000
swallows,1,1,1.0000
riz,2,2,1.0000
punished,3,3,1.0000
swartz,1,1,1.0000
refreshments,2,2,1.0000
eldest,4,4,1.0000
vexes,1,2,2.0000
maybe,5,5,1.0000
happiness,34,34,1.0000
drive,24,24,1.0000
waste,8,16,2.0000
tunes,1,1,1.0000
save,15,15,1.0000
inequality,1,1,1.0000
request,2,4,2.0000
reclined,1,1,1.0000
unacknowledged,1,1,1.0000
folds,5,5,1.0000
purchasers,1,2,2.0000
hugged,7,7,1.0000
shaken,6,6,1.0000
thrown,7,14,2.0000
mollusks,1,3,3.0000
catch,12,12,1.0000
blown,7,7,1.0000
whispering,10,10,1.0000
blows,4,4,1.0000
motherhood,1,2,2.0000
supported,1,1,1.0000
claus,1,1,1.0000
surrender,1,2,2.0000
elders,3,3,1.0000
plants,1,1,1.0000
documents,1,2,2.0000
toward,30,30,1.0000
lovelocks,1,1,1.0000
rushes,2,4,2.0000
richest,2,6,3.0000
nuns,2,2,1.0000
bernard,1,2,2.0000
mademoiselle,10,10,1.0000
grief,13,26,2.0000
uncles,1,1,1.0000
slighting,1,1,1.0000
detained,3,3,1.0000
skein,1,2,2.0000
pace,9,9,1.0000
hansom,1,1,1.0000
larks,6,6,1.0000
charmante,1,2,2.0000
colonel,3,3,1.0000
soreness,1,2,2.0000
rushed,16,16,1.0000
pack,2,4,2.0000
widowed,1,3,3.0000
tomorrow,23,23,1.0000
jackets,3,6,2.0000
pedro,6,6,1.0000
bumping,1,2,2.0000
warble,1,1,1.0000
harming,1,1,1.0000
dreadfully,15,15,1.0000
wrathfully,1,2,2.0000
slept,7,21,3.0000
arts,1,4,4.0000
throve,1,5,5.0000
cherub,3,3,1.0000
cheeriness,1,1,1.0000
banner,2,2,1.0000
routed,1,1,1.0000
womankind,2,2,1.0000
drowned,1,1,1.0000
persuasion,2,4,2.0000
offers,5,5,1.0000
rattlepated,2,2,1.0000
englishmen,1,2,2.0000
apology,5,5,1.0000
effectually,4,4,1.0000
wisdom,6,6,1.0000
sidling,1,1,1.0000
kearney,2,2,1.0000
vehement,1,1,1.0000
girl,116,116,1.0000
imperturbable,1,2,2.0000
proposal,1,1,1.0000
robert,1,2,2.0000
senna,1,1,1.0000
drafted,1,1,1.0000
midnight,3,6,2.0000
suffer,5,5,1.0000
burden,12,12,1.0000
shock,6,12,2.0000
rare,1,3,3.0000
pegging,2,2,1.0000
claws,1,1,1.0000
prudence,2,4,2.0000
foibles,1,1,1.0000
panes,1,1,1.0000
huffy,1,1,1.0000
necessaries,2,2,1.0000
geranium,1,1,1.0000
sturdily,1,2,2.0000
luck,2,2,1.0000
fill,10,10,1.0000
frankfurt,1,2,2.0000
forboding,1,1,1.0000
corpse,1,2,2.0000
homeward,3,3,1.0000
chessboard,1,1,1.0000
says,52,52,1.0000
extinguish,1,1,1.0000
oblivious,1,2,2.0000
had,1063,1063,1.0000
unseen,3,3,1.0000
culprits,2,4,2.0000
killarney,2,2,1.0000
haf,31,62,2.0000
blushes,1,1,1.0000
keeping,20,20,1.0000
officers,2,4,2.0000
rash,9,9,1.0000
tantrums,1,2,2.0000
stubborn,1,1,1.0000
cherry,4,8,2.0000
embalm,1,1,1.0000
compliments,10,10,1.0000
har,1,2,2.0000
has,158,158,1.0000
hat,56,56,1.0000
kicked,2,4,2.0000
properties,1,1,1.0000
marrying,2,4,2.0000
delights,5,5,1.0000
hay,1,1,1.0000
hopeful,10,10,1.0000
blushed,8,16,2.0000
blent,1,3,3.0000
protested,2,2,1.0000
roguish,1,1,1.0000
defiant,2,4,2.0000
respectfully,10,10,1.0000
recognized,1,1,1.0000
freely,10,10,1.0000
reglar,1,2,2.0000
rascals,3,3,1.0000
occupants,1,1,1.0000
masterful,1,1,1.0000
revoir,1,2,2.0000
madly,1,1,1.0000
twilight,12,12,1.0000
believed,15,30,2.0000
rate,7,21,3.0000
rebuke,2,8,4.0000
gits,1,1,1.0000
philoprogenitiveness,1,1,1.0000
dandies,2,2,1.0000
traitorous,2,4,2.0000
rob,4,4,1.0000
unpardonable,2,4,2.0000
ourselves,16,16,1.0000
wails,1,2,2.0000
shoes,9,9,1.0000
amount,5,10,2.0000
adjourned,2,6,3.0000
find,119,119,1.0000
pangs,1,2,2.0000
fine,85,85,1.0000
sights,1,2,2.0000
degeneracy,1,1,1.0000
roi,1,1,1.0000
august,2,2,1.0000
encourage,1,2,2.0000
occupying,1,3,3.0000
rats,1,1,1.0000
fireplace,2,2,1.0000
romantic,15,30,2.0000
page,14,42,3.0000
believes,2,8,4.0000
conversations,5,5,1.0000
worried,14,28,2.0000
ad,1,1,1.0000
needler,1,2,2.0000
needles,5,5,1.0000
slid,2,4,2.0000
confiscated,2,2,1.0000
ah,26,52,2.0000
tournament,1,3,3.0000
clusters,1,1,1.0000
barrier,1,2,2.0000
row,19,19,1.0000
threes,1,1,1.0000
am,123,123,1.0000
depart,2,4,2.0000
an,463,463,1.0000
neath,1,1,1.0000
sacrificing,1,2,2.0000
worries,13,13,1.0000
purse,4,8,2.0000
slip,10,10,1.0000
scribble,2,4,2.0000
reproachful,7,7,1.0000
as,1968,1968,1.0000
at,1052,1052,1.0000
tartly,1,1,1.0000
au,1,2,2.0000
englishman,2,2,1.0000
trivial,1,1,1.0000
penitent,9,18,2.0000
puritanical,1,1,1.0000
horseback,1,1,1.0000
control,7,7,1.0000
trespass,1,2,2.0000
regularity,4,4,1.0000
expressionless,1,1,1.0000
mildly,2,4,2.0000
timidly,2,2,1.0000
give,132,132,1.0000
regard,10,20,2.0000
juvenile,2,2,1.0000
be,995,995,1.0000
tombs,2,4,2.0000
offend,2,2,1.0000
setout,1,2,2.0000
phrase,1,1,1.0000
panic,3,6,2.0000
candor,1,1,1.0000
monastery,1,1,1.0000
calamity,1,1,1.0000
wherever,3,6,2.0000
affectedly,1,1,1.0000
shrouded,2,2,1.0000
distant,3,3,1.0000
signing,1,1,1.0000
nuts,3,3,1.0000
bucket,1,2,2.0000
turtledove,1,3,3.0000
by,611,611,1.0000
extremely,2,4,2.0000
presently,28,28,1.0000
decide,7,14,2.0000
eclipse,2,2,1.0000
halls,1,1,1.0000
quizzical,3,6,2.0000
folks,14,14,1.0000
maddening,1,2,2.0000
paid,13,13,1.0000
waiting,29,29,1.0000
animated,2,4,2.0000
turtledoves,3,9,3.0000
rashly,2,2,1.0000
overflowing,2,2,1.0000
exertions,3,3,1.0000
(their,1,1,1.0000
purple,10,10,1.0000
pail,3,6,2.0000
fastidious,3,3,1.0000
assiduity,1,2,2.0000
pain,27,27,1.0000
hed,12,12,1.0000
stralanguage,1,1,1.0000
ravishingly,1,2,2.0000
dainty,7,7,1.0000
crushing,2,4,2.0000
pair,44,44,1.0000
reviews,1,1,1.0000
spider,4,8,2.0000
recreant,1,1,1.0000
co,1,2,2.0000
sense,36,36,1.0000
heiress,1,1,1.0000
hem,3,3,1.0000
tyrannize,1,2,2.0000
certainly,18,18,1.0000
clubroom,1,2,2.0000
hen,2,6,3.0000
figures,4,16,4.0000
piety,2,10,5.0000
unheard,1,1,1.0000
her,3245,3245,1.0000
hes,62,62,1.0000
allowed,29,29,1.0000
enemy,6,12,2.0000
hev,2,2,1.0000
magnificently,1,1,1.0000
convicted,1,1,1.0000
hey,9,9,1.0000
turnovers,4,4,1.0000
philosophic,3,6,2.0000
reports,2,2,1.0000
adhered,1,2,2.0000
ornamental,1,3,3.0000
enough,96,96,1.0000
folly,5,10,2.0000
de,8,8,1.0000
performing,1,2,2.0000
unassuming,1,1,1.0000
music,55,55,1.0000
cultivate,2,4,2.0000
risen,2,6,3.0000
rigmarole,1,1,1.0000
pokers,1,2,2.0000
invent,1,3,3.0000
persuasive,6,6,1.0000
discovering,2,4,2.0000
directed,1,1,1.0000
barbers,1,1,1.0000
rises,2,2,1.0000
mammas,3,6,2.0000
do,692,692,1.0000
darkness,1,1,1.0000
dr,7,7,1.0000
purified,1,2,2.0000
haired,4,4,1.0000
fixedly,1,2,2.0000
murmur,5,5,1.0000
(for,4,4,1.0000
du,2,4,2.0000
fire,59,59,1.0000
redclyffe,1,2,2.0000
ascended,1,1,1.0000
cupboard,1,1,1.0000
healed,2,2,1.0000
laurences,17,17,1.0000
bless,39,39,1.0000
banditti,1,2,2.0000
blest,2,2,1.0000
starved,1,1,1.0000
squeeze,4,4,1.0000
firm,9,18,2.0000
ed,1,1,1.0000
shylock,1,2,2.0000
ef,4,4,1.0000
pilgrimage,2,2,1.0000
unsold,1,2,2.0000
died,19,19,1.0000
gentleness,2,4,2.0000
fails,4,4,1.0000
crossest,1,1,1.0000
irritated,3,6,2.0000
throng,4,12,3.0000
threat,2,8,4.0000
issuing,3,15,5.0000
wicket,4,4,1.0000
pinning,1,2,2.0000
em,11,11,1.0000
flourish,5,10,2.0000
bridegroom,4,12,3.0000
throne,2,8,4.0000
en,4,4,1.0000
theatre,2,4,2.0000
grimy,1,1,1.0000
sugared,1,1,1.0000
roughshod,1,1,1.0000
flight,3,3,1.0000
blinds,1,1,1.0000
dies,3,3,1.0000
candle,1,2,2.0000
grind,3,3,1.0000
remainder,1,1,1.0000
blurred,2,2,1.0000
wicked,17,17,1.0000
involved,2,4,2.0000
fish,7,7,1.0000
lexicon,1,2,2.0000
bacchus,1,1,1.0000
pale,26,26,1.0000
cherishing,2,4,2.0000
gorgeous,7,7,1.0000
moral,12,24,2.0000
response,1,1,1.0000
professorins,1,2,2.0000
venturing,1,1,1.0000
blooms,1,2,2.0000
accomplished,12,12,1.0000
palm,3,6,2.0000
flame,2,2,1.0000
idiot,1,2,2.0000
fist,8,8,1.0000
infinite,5,10,2.0000
service,9,9,1.0000
unfeminine,2,2,1.0000
belzoni,1,1,1.0000
gilding,1,1,1.0000
graphic,1,2,2.0000
fo,2,2,1.0000
samples,2,4,2.0000
homelike,6,6,1.0000
soothing,5,5,1.0000
blissfully,3,6,2.0000
severe,4,4,1.0000
umbrella,21,42,2.0000
frostbitten,2,6,3.0000
digest,1,4,4.0000
wonderfully,5,5,1.0000
combs,1,1,1.0000
rue,1,2,2.0000
rug,5,5,1.0000
demure,2,4,2.0000
titles,2,2,1.0000
alike,4,4,1.0000
subside,2,2,1.0000
sending,6,6,1.0000
procrastination,1,2,2.0000
gentlemens,1,3,3.0000
depravity,1,4,4.0000
run,34,34,1.0000
mottoes,1,2,2.0000
blundering,2,2,1.0000
distinction,1,2,2.0000
baptized,1,1,1.0000
darkened,3,3,1.0000
breath,29,29,1.0000
i),1,2,2.0000
fits,6,6,1.0000
hid,14,14,1.0000
faint,7,7,1.0000
straws,1,2,2.0000
correspondent,1,3,3.0000
strokes,1,1,1.0000
awake,11,22,2.0000
volume,2,2,1.0000
exasperating,3,3,1.0000
go,394,394,1.0000
walked,37,74,2.0000
nobler,1,3,3.0000
tuddy,1,4,4.0000
flank,1,5,5.0000
humbled,1,1,1.0000
philosopher,3,3,1.0000
him,782,782,1.0000
blossom,5,5,1.0000
belief,4,4,1.0000
sailors,1,2,2.0000
proper,43,43,1.0000
pastoral,2,4,2.0000
belied,1,1,1.0000
slow,5,10,2.0000
his,1118,1118,1.0000
breast,6,6,1.0000
hit,5,10,2.0000
ornamented,1,3,3.0000
stroked,2,2,1.0000
remodeled,2,2,1.0000
accompanied,5,5,1.0000
mercifully,2,4,2.0000
doing,56,56,1.0000
excitement,14,14,1.0000
pane,1,2,2.0000
ha,9,9,1.0000
lull,6,12,2.0000
pang,1,1,1.0000
maynt,3,3,1.0000
he,1501,1501,1.0000
gratify,1,1,1.0000
discouragingly,1,2,2.0000
muscle,1,1,1.0000
cardcase,2,2,1.0000
career,1,1,1.0000
doins,1,1,1.0000
dazzling,2,4,2.0000
feeling,121,121,1.0000
pans,1,1,1.0000
ho,2,2,1.0000
scarum,3,6,2.0000
raged,1,3,3.0000
dishes,9,9,1.0000
lesson,24,48,2.0000
promising,4,12,3.0000
must,126,126,1.0000
amiss,4,4,1.0000
quadroon,2,4,2.0000
angels,11,11,1.0000
waits,2,4,2.0000
gravity,5,15,3.0000
guidebooks,1,4,4.0000
plunged,2,2,1.0000
unpinned,1,2,2.0000
happening,2,2,1.0000
azalea,1,2,2.0000
five,27,27,1.0000
angelo,1,2,2.0000
ignorance,1,3,3.0000
rippled,1,1,1.0000
climate,3,3,1.0000
sheaf,1,2,2.0000
straw,2,2,1.0000
dished,1,2,2.0000
mute,3,3,1.0000
relatives,1,2,2.0000
id,95,95,1.0000
backs,3,3,1.0000
lump,3,6,2.0000
quilted,1,3,3.0000
farewell,5,20,4.0000
if,894,894,1.0000
currants,2,2,1.0000
embroidered,1,2,2.0000
crumples,1,1,1.0000
milder,1,2,2.0000
affections,6,6,1.0000
provoke,1,2,2.0000
shone,7,7,1.0000
cherie,1,1,1.0000
twitched,1,2,2.0000
breaking,5,5,1.0000
ripples,1,2,2.0000
im,389,389,1.0000
in,2445,2445,1.0000
finding,25,25,1.0000
pedestrians,1,1,1.0000
impulsive,1,2,2.0000
artistically,3,3,1.0000
is,795,795,1.0000
it,2455,2455,1.0000
herein,1,2,2.0000
crumpled,5,5,1.0000
comparing,1,2,2.0000
comes,50,50,1.0000
watch,34,68,2.0000
curiosities,1,1,1.0000
profane,1,2,2.0000
papa,21,21,1.0000
nevvy,2,4,2.0000
windows,11,11,1.0000
frightening,1,2,2.0000
muffings,1,1,1.0000
rattled,2,2,1.0000
scrape,10,20,2.0000
icily,1,3,3.0000
handled,1,4,4.0000
unsatisfactory,2,2,1.0000
mores,1,1,1.0000
wretch,3,3,1.0000
boldest,1,2,2.0000
civil,3,3,1.0000
gambled,1,1,1.0000
risks,1,2,2.0000
jo,1247,1247,1.0000
complicate,1,2,2.0000
shook,41,41,1.0000
dividing,1,2,2.0000
breathlessly,3,9,3.0000
presented,4,16,4.0000
handles,1,1,1.0000
charred,1,2,2.0000
employing,1,1,1.0000
burney,1,1,1.0000
perseverance,1,2,2.0000
regain,1,1,1.0000
downward,1,2,2.0000
shoot,1,1,1.0000
visible,2,2,1.0000
resentful,3,6,2.0000
satirizing,1,3,3.0000
father,144,144,1.0000
lively,32,32,1.0000
prudently,3,3,1.0000
mullet,2,4,2.0000
sobriety,1,1,1.0000
mornings,2,2,1.0000
spectator,1,2,2.0000
merits,2,2,1.0000
burned,15,30,2.0000
dirty,12,36,3.0000
toughness,1,4,4.0000
whetted,1,1,1.0000
chair,51,51,1.0000
fairy,14,28,2.0000
dressed,23,23,1.0000
visibly,1,2,2.0000
himself,112,112,1.0000
victor,1,1,1.0000
